year,month,day,mean_wind_speed,rainfall,solar_radiation,evaporation,
2006,7,27,2.3,0.0,22.29,4.0,
2006,7,28,2.3,0.0,20.71,3.6,
2006,7,29,2.7,6.0,20.09,2.6,
2006,7,30,2.6,15.2,17.86,3.9,
2006,7,31,2.3,8.0,5.78,1.0,
2006,8,1,2.1,19.6,14.81,1.3,
2006,8,2,2.5,2.8,15.79,1.7,
2006,8,3,3.0,6.0,19.93,3.5,
2006,8,4,2.9,0.0,16.48,3.6,
2006,8,5,3.5,0.0,19.94,3.4,
2006,8,6,2.6,9.8,16.65,3.2,
2006,8,7,2.3,4.0,13.82,1.9,
2006,8,8,3.3,0.0,19.18,3.8,
2006,8,9,2.4,0.0,17.72,2.3,
2006,8,10,2.2,0.0,15.27,3.2,
2006,8,11,2.1,2.2,10.36,0.9,
2006,8,12,2.4,-33.3,13.43,1.4,
2006,8,13,2.6,0.0,18.04,2.6,
2006,8,14,2.3,4.8,9.67,0.9,
2006,8,15,2.9,0.2,17.91,4.0,
2006,8,16,2.9,3.6,12.23,1.4,
2006,8,17,3.0,0.0,23.23,4.0,
2006,8,18,3.1,0.0,20.33,3.2,
2006,8,19,2.4,10.2,15.62,2.5,
2006,8,20,2.7,-33.3,16.92,2.7,
2006,8,21,2.7,0.0,21.27,3.7,
2006,8,22,3.1,0.2,18.18,3.3,
2006,8,23,3.1,0.0,19.87,4.0,
2006,8,24,3.7,0.0,21.80,4.0,
2006,8,25,3.5,0.0,23.61,4.3,
2006,8,26,2.2,2.0,15.79,1.9,
2006,8,27,2.3,2.4,17.68,3.0,
2006,8,28,2.0,0.0,18.46,2.9,
2006,8,29,2.5,0.0,15.21,2.4,
2006,8,30,2.2,67.8,9.57,-1.1,
2006,8,31,1.9,23.4,8.39,2.7,
2006,9,1,2.6,0.0,17.42,1.8,
2006,9,2,2.5,1.8,17.31,3.1,
2006,9,3,2.8,0.0,22.41,3.7,
2006,9,4,2.6,18.4,17.78,2.9,
2006,9,5,2.0,0.0,14.16,2.2,
2006,9,6,2.5,-33.3,21.46,3.5,
2006,9,7,2.5,0.0,21.02,2.9,
2006,9,8,2.4,0.0,17.51,2.2,
2006,9,9,2.6,0.0,22.60,3.6,
2006,9,10,2.4,6.8,22.78,3.9,
2006,9,11,2.8,0.0,23.11,3.9,
2006,9,12,3.1,0.0,21.72,3.6,
2006,9,13,2.6,0.0,19.67,3.5,
2006,9,14,2.8,3.0,16.69,2.6,
2006,9,15,1.8,0.8,6.60,0.1,
2006,9,16,2.0,0.0,13.61,2.3,
2006,9,17,2.4,40.0,15.17,5.4,
2006,9,18,2.2,0.0,18.05,3.1,
2006,9,19,2.9,0.2,18.47,2.2,
2006,9,20,3.0,3.0,18.16,3.1,
2006,9,21,2.5,0.0,19.28,3.0,
2006,9,22,2.0,0.0,16.28,2.1,
2006,9,23,2.2,0.0,12.53,2.8,
2006,9,24,1.9,-33.3,16.75,2.0,
2006,9,25,2.5,0.0,20.69,4.1,
2006,9,26,2.4,0.0,13.52,1.8,
2006,9,27,2.7,9.4,13.19,1.3,
2006,9,28,2.6,3.2,15.27,1.7,
2006,9,29,3.0,0.0,16.77,3.1,
2006,9,30,2.6,0.0,9.20,2.4,
2006,10,1,2.2,0.0,12.77,2.4,
2006,10,2,2.2,2.0,17.66,3.4,
2006,10,3,2.7,0.0,15.02,3.4,
2006,10,4,2.5,37.8,13.03,4.1,
2006,10,5,2.6,0.0,19.30,4.8,
2006,10,6,2.8,0.0,17.44,3.1,
2006,10,7,2.1,0.0,14.78,3.1,
2006,10,8,2.7,0.0,19.32,2.1,
2006,10,9,2.6,0.0,16.58,1.5,
2006,10,10,2.4,18.2,16.28,3.5,
2006,10,11,1.9,13.0,14.51,2.7,
2006,10,12,2.7,0.0,21.03,2.5,
2006,10,13,2.6,0.0,20.23,5.1,
2006,10,14,2.1,0.0,14.10,2.6,
2006,10,15,2.3,0.0,16.15,3.7,
2006,10,16,2.3,3.2,17.63,2.3,
2006,10,17,2.1,0.0,17.73,2.5,
2006,10,18,2.1,0.0,19.24,3.8,
2006,10,19,2.5,0.0,19.40,3.3,
2006,10,20,2.1,0.0,17.53,3.1,
2006,10,21,2.1,0.0,20.49,2.3,
2006,10,22,2.0,0.8,12.66,0.4,
2006,10,23,1.4,1.2,9.93,1.0,
2006,10,24,2.0,6.6,18.25,3.8,
2006,10,25,2.1,8.6,6.45,2.3,
2006,10,26,2.4,0.2,22.42,2.3,
2006,10,27,2.2,0.0,14.61,1.1,
2006,10,28,2.3,0.0,24.79,4.6,
2006,10,29,2.2,0.0,16.75,3.0,
2006,10,30,1.7,0.0,15.62,1.2,
2006,10,31,2.0,5.4,14.23,1.9,
2006,11,1,1.9,0.0,14.58,2.2,
2006,11,2,2.3,-33.3,25.24,2.7,
2006,11,3,1.9,0.0,15.95,2.0,
2006,11,4,2.1,0.0,18.60,3.1,
2006,11,5,2.4,0.0,17.11,3.4,
2006,11,6,2.1,10.6,15.10,3.1,
2006,11,7,1.8,0.2,20.27,2.8,
2006,11,8,2.0,2.2,21.23,3.0,
2006,11,9,2.5,6.0,19.98,4.3,
2006,11,10,2.4,17.0,23.05,4.6,
2006,11,11,2.1,0.2,12.41,1.4,
2006,11,12,2.5,0.0,23.51,2.2,
2006,11,13,2.2,10.0,12.49,2.4,
2006,11,14,2.2,0.0,21.77,2.5,
2006,11,15,2.1,0.2,21.12,2.7,
2006,11,16,2.1,8.8,18.12,5.0,
2006,11,17,2.4,5.2,22.19,3.2,
2006,11,18,2.2,0.0,22.51,3.2,
2006,11,19,2.4,26.2,19.66,4.4,
2006,11,20,2.8,4.6,20.80,3.6,
2006,11,21,2.1,0.0,24.26,4.6,
2006,11,22,2.4,0.0,22.12,4.5,
2006,11,23,2.5,0.0,24.05,4.8,
2006,11,24,2.4,0.4,17.59,2.6,
2006,11,25,2.7,2.0,22.87,4.7,
2006,11,26,1.9,9.6,9.55,3.1,
2006,11,27,2.5,0.2,24.08,4.9,
2006,11,28,1.9,4.6,5.50,1.1,
2006,11,29,2.1,5.6,24.11,4.7,
2006,11,30,1.9,1.0,11.38,2.4,
2006,12,1,2.6,2.4,23.54,4.1,
2006,12,2,2.9,2.2,11.14,2.2,
2006,12,3,2.1,27.8,5.70,1.4,
2006,12,4,3.9,0.0,20.78,4.1,
2006,12,5,2.4,0.0,21.53,4.6,
2006,12,6,2.0,0.0,14.07,2.3,
2006,12,7,1.9,-33.3,17.07,2.4,
2006,12,8,2.1,0.4,22.01,3.4,
2006,12,9,2.3,4.2,5.35,1.1,
2006,12,10,2.9,0.0,24.11,4.2,
2006,12,11,2.9,-33.3,18.18,4.0,
2006,12,12,2.9,0.0,17.70,3.6,
2006,12,13,2.8,0.6,19.31,3.5,
2006,12,14,3.0,57.0,12.78,3.8,
2006,12,15,3.1,33.0,19.13,3.6,
2006,12,16,2.4,0.8,17.82,2.7,
2006,12,17,6.5,1.8,15.42,3.7,
2006,12,18,6.9,7.4,9.39,2.0,
2006,12,19,4.8,133.6,5.22,-1.1,
2006,12,20,1.8,5.4,12.23,3.1,
2006,12,21,5.5,12.8,7.31,3.9,
2006,12,22,6.5,0.2,5.40,2.2,
2006,12,23,4.5,17.0,8.40,1.5,
2006,12,24,3.5,7.6,4.67,0.1,
2006,12,25,3.5,113.2,12.35,-1.1,
2006,12,26,2.9,116.6,2.91,-1.1,
2006,12,27,4.8,13.8,9.78,6.7,
2006,12,28,4.9,1.8,8.54,1.7,
2006,12,29,4.4,-33.3,21.62,4.9,
2006,12,30,3.5,2.4,15.30,3.1,
2006,12,31,3.1,-33.3,9.34,2.1,
2007,1,1,2.7,0.0,12.94,2.9,
2007,1,2,2.8,0.2,18.17,3.0,
2007,1,3,2.0,1.6,14.05,1.4,
2007,1,4,2.7,0.0,16.20,4.3,
2007,1,5,3.2,6.0,16.52,3.6,
2007,1,6,3.3,0.0,21.01,4.4,
2007,1,7,1.9,-33.3,11.84,1.7,
2007,1,8,1.6,54.8,13.67,4.1,
2007,1,9,3.9,36.2,2.79,4.0,
2007,1,10,4.9,39.6,8.65,8.2,
2007,1,11,5.9,64.4,4.14,-1.1,
2007,1,12,5.3,133.8,8.57,-1.1,
2007,1,13,3.6,237.0,0.72,-1.1,
2007,1,14,3.4,167.4,0.92,-1.1,
2007,1,15,3.9,1.8,15.81,2.1,
2007,1,16,3.3,3.6,15.54,2.5,
2007,1,17,3.3,1.0,19.93,3.0,
2007,1,18,2.4,2.2,11.61,0.4,
2007,1,19,2.0,20.2,11.67,1.9,
2007,1,20,3.4,49.2,5.97,1.7,
2007,1,21,3.7,0.2,17.83,2.7,
2007,1,22,4.6,0.0,20.29,4.2,
2007,1,23,3.1,16.4,7.89,1.0,
2007,1,24,5.2,4.0,21.45,2.5,
2007,1,25,4.9,24.8,3.48,2.5,
2007,1,26,5.1,10.2,10.39,2.5,
2007,1,27,6.4,2.8,7.49,3.0,
2007,1,28,6.9,3.0,9.21,2.0,
2007,1,29,6.8,0.0,21.06,4.9,
2007,1,30,5.9,0.0,22.32,3.8,
2007,1,31,5.7,0.0,22.27,5.5,
2007,2,1,5.6,0.0,16.67,4.4,
2007,2,2,5.7,0.0,15.22,5.4,
2007,2,3,5.7,0.0,15.47,3.0,
2007,2,4,4.7,-33.3,19.94,2.3,
2007,2,5,4.8,0.0,20.53,4.4,
2007,2,6,3.8,0.0,14.19,3.1,
2007,2,7,3.9,0.0,24.30,5.0,
2007,2,8,4.8,0.0,20.51,4.2,
2007,2,9,4.3,0.0,25.23,4.6,
2007,2,10,4.0,0.0,24.88,5.2,
2007,2,11,2.9,0.0,21.72,3.8,
2007,2,12,3.7,-33.3,18.82,3.6,
2007,2,13,4.0,-33.3,24.31,5.5,
2007,2,14,3.1,0.0,20.82,3.7,
2007,2,15,2.6,0.0,24.63,4.7,
2007,2,16,3.2,0.0,20.55,3.6,
2007,2,17,3.0,0.4,22.83,4.3,
2007,2,18,2.2,0.0,24.97,4.0,
2007,2,19,2.1,0.0,22.15,4.2,
2007,2,20,2.2,0.0,19.76,3.8,
2007,2,21,2.3,0.0,26.38,5.8,
2007,2,22,2.4,0.0,25.77,4.8,
2007,2,23,2.4,-33.3,23.70,4.3,
2007,2,24,3.2,0.0,21.22,5.3,
2007,2,25,3.1,0.0,21.87,4.5,
2007,2,26,3.2,0.0,23.81,5.5,
2007,2,27,2.6,0.0,23.19,5.1,
2007,2,28,3.7,16.0,9.28,4.2,
2007,3,1,2.1,9.0,2.14,1.1,
2007,3,2,3.6,0.4,13.52,2.6,
2007,3,3,3.5,0.0,23.85,4.7,
2007,3,4,2.9,0.0,16.46,3.7,
2007,3,5,3.0,0.0,21.24,3.5,
2007,3,6,2.6,0.0,16.87,3.8,
2007,3,7,3.3,0.0,20.78,4.7,
2007,3,8,2.6,0.0,18.81,2.3,
2007,3,9,2.9,0.0,21.39,4.9,
2007,3,10,4.2,0.0,24.39,5.7,
2007,3,11,3.8,0.2,15.51,3.3,
2007,3,12,2.8,-33.3,21.24,4.8,
2007,3,13,2.0,2.4,13.59,3.4,
2007,3,14,2.9,0.0,24.11,4.2,
2007,3,15,2.2,0.0,25.52,5.4,
2007,3,16,2.2,-33.3,22.75,4.0,
2007,3,17,2.2,0.0,15.05,2.3,
2007,3,18,1.8,0.2,12.37,1.4,
2007,3,19,1.8,3.6,5.66,1.1,
2007,3,20,2.7,77.6,20.29,-1.1,
2007,3,21,2.7,0.4,15.56,3.9,
2007,3,22,2.6,29.0,20.78,4.7,
2007,3,23,1.7,2.0,7.16,1.0,
2007,3,24,2.3,2.8,23.02,3.8,
2007,3,25,2.5,0.0,25.06,4.3,
2007,3,26,2.1,0.0,19.38,2.9,
2007,3,27,2.3,0.6,20.02,1.9,
2007,3,28,3.0,0.0,24.43,4.3,
2007,3,29,2.6,23.8,21.48,4.0,
2007,3,30,2.5,16.6,22.04,4.4,
2007,3,31,1.8,14.6,14.51,5.6,
2007,4,1,2.0,2.0,10.20,2.2,
2007,4,2,2.2,0.0,22.01,3.8,
2007,4,3,1.8,0.0,15.80,2.0,
2007,4,4,3.5,0.0,19.89,5.0,
2007,4,5,4.3,0.0,22.84,5.2,
2007,4,6,2.8,0.0,22.99,4.7,
2007,4,7,2.5,2.6,16.88,2.2,
2007,4,8,3.2,0.0,25.54,3.7,
2007,4,9,3.1,0.2,21.33,5.1,
2007,4,10,2.5,0.0,20.55,3.6,
2007,4,11,2.0,15.0,17.76,3.4,
2007,4,12,2.3,8.6,20.75,3.5,
2007,4,13,2.3,-33.3,21.19,3.5,
2007,4,14,2.5,0.0,25.01,4.3,
2007,4,15,2.3,0.0,24.67,4.5,
2007,4,16,2.4,0.0,20.87,4.7,
2007,4,17,2.0,0.0,24.99,4.6,
2007,4,18,2.4,0.2,19.02,0.6,
2007,4,19,2.3,0.0,18.15,4.4,
2007,4,20,2.3,0.0,18.28,4.8,
2007,4,21,2.1,0.0,24.76,4.8,
2007,4,22,2.2,0.0,20.45,4.5,
2007,4,23,2.3,-33.3,24.76,5.3,
2007,4,24,1.9,-33.3,12.69,1.9,
2007,4,25,2.4,0.0,25.02,4.2,
2007,4,26,2.0,0.0,12.33,1.8,
2007,4,27,2.1,0.2,16.55,2.7,
2007,4,28,1.8,2.6,9.91,1.1,
2007,4,29,2.3,5.6,16.18,2.6,
2007,4,30,2.4,0.0,15.63,2.4,
2007,5,1,2.3,36.4,13.84,5.3,
2007,5,2,2.8,1.6,19.61,2.5,
2007,5,3,2.0,6.2,10.20,1.2,
2007,5,4,2.7,3.2,21.59,2.5,
2007,5,5,2.5,0.2,17.19,3.1,
2007,5,6,2.7,0.0,17.82,2.7,
2007,5,7,2.9,9.6,23.31,4.7,
2007,5,8,2.6,8.2,20.56,3.4,
2007,5,9,3.0,7.6,3.42,1.2,
2007,5,10,2.8,2.2,19.25,2.4,
2007,5,11,2.3,3.4,20.22,3.6,
2007,5,12,2.3,0.0,22.09,4.0,
2007,5,13,2.2,0.0,18.54,3.2,
2007,5,14,2.2,5.0,13.23,1.5,
2007,5,15,2.6,37.8,16.07,5.7,
2007,5,16,1.5,0.0,15.07,3.1,
2007,5,17,2.0,0.0,19.95,3.6,
2007,5,18,2.0,35.4,15.77,3.1,
2007,5,19,1.9,0.0,21.77,3.6,
2007,5,20,2.5,12.8,19.86,2.8,
2007,5,21,2.7,0.0,20.23,3.0,
2007,5,22,2.4,-33.3,19.35,2.8,
2007,5,23,2.2,0.0,21.73,3.6,
2007,5,24,2.9,0.0,23.67,3.2,
2007,5,25,2.9,0.0,22.75,3.4,
2007,5,26,2.8,0.0,16.03,1.4,
2007,5,27,2.6,2.6,20.51,3.2,
2007,5,28,2.1,6.8,13.56,2.8,
2007,5,29,2.1,0.0,15.02,1.7,
2007,5,30,2.0,4.6,16.25,3.5,
2007,5,31,2.2,12.6,15.16,2.2,
2007,6,1,2.1,3.2,17.98,3.1,
2007,6,2,2.5,0.0,20.50,1.3,
2007,6,3,2.7,0.0,22.80,3.0,
2007,6,4,2.2,0.0,22.11,3.6,
2007,6,5,2.2,1.6,20.57,2.4,
2007,6,6,2.2,0.0,19.16,3.3,
2007,6,7,2.2,0.0,22.10,4.0,
2007,6,8,2.2,0.0,22.05,3.5,
2007,6,9,2.4,0.0,22.79,2.3,
2007,6,10,2.4,0.0,19.78,2.8,
2007,6,11,2.3,-33.3,18.76,1.0,
2007,6,12,2.1,0.2,16.51,4.6,
2007,6,13,2.5,0.0,16.58,3.0,
2007,6,14,2.3,-33.3,15.84,2.4,
2007,6,15,2.3,-33.3,17.76,3.7,
2007,6,16,2.2,6.2,9.71,1.6,
2007,6,17,1.8,0.0,13.10,3.3,
2007,6,18,2.0,0.0,17.05,2.8,
2007,6,19,2.1,93.3,14.78,-1.1,
2007,6,20,1.7,-33.3,10.71,1.2,
2007,6,21,2.2,14.2,15.23,3.1,
2007,6,22,1.8,0.0,11.88,1.5,
2007,6,23,2.5,3.8,16.23,3.8,
2007,6,24,3.0,7.4,16.45,1.2,
2007,6,25,2.4,46.4,14.11,4.7,
2007,6,26,2.3,-33.3,17.45,2.5,
2007,6,27,2.3,0.0,20.57,1.8,
2007,6,28,2.0,0.0,11.21,2.0,
2007,6,29,2.4,0.0,15.22,2.0,
2007,6,30,2.4,0.0,20.83,2.6,
2007,7,1,2.3,0.0,15.72,2.6,
2007,7,2,3.0,0.0,18.18,2.8,
2007,7,3,2.8,0.8,16.67,1.2,
2007,7,4,3.4,2.6,16.56,3.7,
2007,7,5,2.3,0.0,19.83,2.8,
2007,7,6,2.7,0.0,18.56,5.6,
2007,7,7,2.2,0.0,12.88,2.2,
2007,7,8,2.3,1.0,19.77,3.6,
2007,7,9,2.1,0.0,15.92,2.4,
2007,7,10,2.1,0.0,16.64,1.7,
2007,7,11,2.3,8.4,11.50,4.2,
2007,7,12,1.5,0.0,11.48,1.3,
2007,7,13,2.7,-33.3,18.94,2.9,
2007,7,14,3.3,5.8,12.32,1.3,
2007,7,15,2.8,63.0,13.22,3.1,
2007,7,16,3.1,0.4,23.57,3.7,
2007,7,17,2.3,0.0,22.44,3.8,
2007,7,18,2.1,0.0,21.01,3.8,
2007,7,19,1.8,3.4,10.11,1.9,
2007,7,20,1.9,0.0,23.65,3.8,
2007,7,21,2.1,37.0,12.86,4.2,
2007,7,22,2.3,15.4,11.34,2.0,
2007,7,23,2.3,3.8,14.49,3.1,
2007,7,24,2.0,0.4,11.99,1.0,
2007,7,25,1.9,0.4,13.58,1.5,
2007,7,26,2.1,11.2,10.50,2.5,
2007,7,27,1.5,8.0,10.32,1.2,
2007,7,28,1.6,14.8,10.76,2.2,
2007,7,29,1.9,16.8,10.40,2.0,
2007,7,30,2.7,53.8,11.21,5.7,
2007,7,31,1.8,2.6,8.85,1.0,
2007,8,1,2.3,17.8,11.94,1.5,
2007,8,2,2.5,6.2,15.14,3.4,
2007,8,3,2.3,0.0,15.89,2.2,
2007,8,4,2.3,39.8,15.83,4.2,
2007,8,5,2.8,0.0,19.39,3.1,
2007,8,6,3.4,0.4,16.57,3.3,
2007,8,7,3.2,0.0,19.26,2.7,
2007,8,8,2.6,0.0,21.31,3.8,
2007,8,9,2.8,0.0,18.97,3.6,
2007,8,10,3.0,0.0,14.64,2.9,
2007,8,11,2.8,8.4,13.08,2.1,
2007,8,12,3.0,37.6,17.59,4.5,
2007,8,13,2.3,0.0,24.98,4.4,
2007,8,14,2.6,0.0,18.79,2.6,
2007,8,15,2.6,26.0,14.37,3.5,
2007,8,16,2.5,8.2,14.01,1.0,
2007,8,17,2.4,0.0,19.78,4.0,
2007,8,18,2.5,0.0,17.68,3.4,
2007,8,19,2.7,2.6,16.67,1.7,
2007,8,20,2.6,1.2,14.42,1.7,
2007,8,21,1.9,-33.3,14.72,2.2,
2007,8,22,2.3,-33.3,13.88,3.4,
2007,8,23,2.0,7.6,18.45,0.4,
2007,8,24,2.2,0.0,18.04,2.5,
2007,8,25,1.7,5.8,13.64,1.8,
2007,8,26,2.5,2.8,22.80,4.2,
2007,8,27,1.9,4.2,11.53,1.9,
2007,8,28,2.7,4.2,14.71,2.2,
2007,8,29,2.7,-33.3,15.41,3.4,
2007,8,30,2.2,41.8,9.52,3.3,
2007,8,31,3.0,0.0,25.16,3.9,
2007,9,1,3.1,0.0,26.50,3.9,
2007,9,2,2.1,8.2,14.96,1.6,
2007,9,3,2.3,8.4,10.51,1.1,
2007,9,4,2.9,0.0,17.65,3.2,
2007,9,5,2.8,0.0,21.43,3.3,
2007,9,6,2.8,0.0,26.03,4.7,
2007,9,7,2.4,0.0,25.45,4.0,
2007,9,8,2.5,0.0,13.86,3.1,
2007,9,9,2.2,70.8,21.85,-1.1,
2007,9,10,1.9,-33.3,17.90,2.9,
2007,9,11,2.0,21.6,17.01,4.9,
2007,9,12,2.0,-33.3,11.66,1.4,
2007,9,13,2.2,1.6,18.42,1.3,
2007,9,14,2.1,0.0,8.56,1.8,
2007,9,15,2.0,12.2,14.77,3.4,
2007,9,16,1.8,5.8,7.03,1.7,
2007,9,17,1.9,0.0,19.32,3.0,
2007,9,18,2.2,8.0,17.12,1.9,
2007,9,19,2.7,-33.3,17.70,2.3,
2007,9,20,2.6,12.8,14.31,1.7,
2007,9,21,2.7,0.0,16.64,2.5,
2007,9,22,2.3,0.0,23.15,3.5,
2007,9,23,2.2,3.6,20.17,1.2,
2007,9,24,1.8,0.0,17.57,2.4,
2007,9,25,2.2,8.2,13.51,1.8,
2007,9,26,2.6,-33.3,15.78,2.7,
2007,9,27,2.5,0.0,12.54,2.1,
2007,9,28,2.8,0.0,22.03,4.4,
2007,9,29,2.4,0.0,19.67,3.1,
2007,9,30,2.5,0.0,21.69,3.6,
2007,10,1,2.2,0.0,17.67,3.1,
2007,10,2,2.7,0.0,18.80,4.1,
2007,10,3,3.0,0.0,16.69,3.0,
2007,10,4,3.2,18.8,16.30,3.6,
2007,10,5,2.6,-33.3,21.47,2.7,
2007,10,6,2.5,0.0,22.50,3.7,
2007,10,7,2.1,0.0,18.40,3.4,
2007,10,8,2.1,9.8,14.97,1.9,
2007,10,9,1.8,0.0,21.34,2.8,
2007,10,10,2.4,0.0,20.01,3.8,
2007,10,11,2.1,0.0,16.49,2.8,
2007,10,12,2.1,0.0,24.38,4.0,
2007,10,13,2.1,0.6,19.31,3.8,
2007,10,14,2.4,0.0,24.80,4.1,
2007,10,15,2.0,6.6,9.66,1.5,
2007,10,16,2.4,0.0,23.16,4.5,
2007,10,17,1.6,0.0,15.14,2.2,
2007,10,18,2.2,1.0,18.65,3.0,
2007,10,19,1.6,5.2,11.95,0.8,
2007,10,20,2.0,1.6,14.72,0.9,
2007,10,21,2.4,-33.3,17.59,3.1,
2007,10,22,2.5,1.2,12.59,3.2,
2007,10,23,3.7,0.0,22.50,4.7,
2007,10,24,2.0,-33.3,8.35,1.4,
2007,10,25,1.8,0.0,16.42,4.7,
2007,10,26,1.9,0.4,13.41,0.6,
2007,10,27,2.3,1.2,17.27,1.7,
2007,10,28,2.3,28.0,18.71,3.3,
2007,10,29,1.4,4.4,5.00,0.1,
2007,10,30,1.9,13.8,16.52,2.9,
2007,10,31,1.8,-33.3,11.22,1.6,
2007,11,1,2.0,31.4,18.45,4.1,
2007,11,2,2.1,0.2,11.02,1.3,
2007,11,3,1.8,-33.3,17.78,2.5,
2007,11,4,2.5,38.0,19.95,4.9,
2007,11,5,1.9,1.4,8.27,1.1,
2007,11,6,1.9,-33.3,14.13,0.7,
2007,11,7,1.6,18.2,14.16,3.2,
2007,11,8,1.5,12.4,9.34,2.3,
2007,11,9,2.3,33.0,12.27,5.1,
2007,11,10,2.0,-33.3,8.22,1.0,
2007,11,11,1.8,0.0,13.31,0.7,
2007,11,12,2.0,7.6,9.48,1.0,
2007,11,13,2.2,-33.3,22.19,2.3,
2007,11,14,1.7,10.6,10.93,1.9,
2007,11,15,2.1,10.6,19.22,1.4,
2007,11,16,2.5,-33.3,16.03,2.2,
2007,11,17,2.2,0.0,15.25,1.7,
2007,11,18,2.2,8.8,19.77,2.6,
2007,11,19,1.8,25.4,6.26,1.3,
2007,11,20,2.5,2.4,13.81,2.6,
2007,11,21,2.0,2.0,7.77,0.6,
2007,11,22,2.6,0.0,19.03,3.8,
2007,11,23,1.8,0.0,14.95,1.5,
2007,11,24,1.6,0.0,11.31,1.5,
2007,11,25,3.0,0.8,20.14,3.6,
2007,11,26,2.2,20.8,13.09,2.0,
2007,11,27,2.2,0.0,12.72,1.5,
2007,11,28,2.9,26.0,13.06,1.6,
2007,11,29,3.5,14.2,5.94,2.1,
2007,11,30,5.4,0.0,14.54,4.8,
2007,12,1,5.7,0.0,18.53,5.7,
2007,12,2,5.2,0.0,24.75,5.6,
2007,12,3,5.9,-33.3,22.68,5.7,
2007,12,4,6.5,2.6,21.59,4.9,
2007,12,5,5.3,70.2,5.01,-1.1,
2007,12,6,3.9,161.4,11.58,-1.1,
2007,12,7,2.4,29.0,20.83,6.6,
2007,12,8,4.3,3.0,14.35,2.8,
2007,12,9,4.9,55.2,16.48,6.8,
2007,12,10,3.3,47.0,8.86,2.9,
2007,12,11,2.0,117.6,9.25,-1.1,
2007,12,12,2.3,37.4,5.95,1.7,
2007,12,13,2.5,30.0,13.46,5.6,
2007,12,14,2.1,-33.3,8.28,1.4,
2007,12,15,1.8,1.2,10.61,2.1,
2007,12,16,2.9,6.2,20.46,3.2,
2007,12,17,3.7,1.6,15.26,2.3,
2007,12,18,2.2,36.4,2.46,3.9,
2007,12,19,5.0,2.2,21.32,3.8,
2007,12,20,2.9,10.6,13.77,2.1,
2007,12,21,3.1,0.0,13.55,2.0,
2007,12,22,3.2,0.4,12.38,2.4,
2007,12,23,3.2,0.0,18.45,3.8,
2007,12,24,3.9,0.0,18.52,4.3,
2007,12,25,3.2,6.4,14.64,3.9,
2007,12,26,3.8,0.0,11.23,2.9,
2007,12,27,3.2,0.0,17.55,4.0,
2007,12,28,2.8,0.0,22.68,4.3,
2007,12,29,3.5,0.0,19.21,4.5,
2007,12,30,3.8,0.0,19.69,4.1,
2007,12,31,5.1,0.4,20.83,5.2,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
